,name,alias,ra,dec,refs,discovery_date,hasPhot,hasSpec,json_path,z
0,2019pqt,"['2019pqt', 'Gaia19dya', 'MAXI J1807+132']",272d01m53.235s,13d15m05.4s,"['2017ATel10216....1K', '2011ApJ...737..103S', '2017ApJ...835...64G', '2019TNSTR1760....1H']",2017-03-27 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/MAXI-J1807+132.json,
1,SDSSJ1323,['SDSSJ1323'],200d55m29.55s,48d27m01.26s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2007A&A...462L..49E', '2017ApJ...835...64G']",2003-12-02 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSSJ1323.json,0.08754
2,AT2016ezh,"['AT2016ezh', 'CSS160902:015805-005222', 'SN2016ezh', 'PS16dtm', 'PS16dtm (2016ezh)']",29d31m15s,-0d52m22s,"['2017arXiv170307816B', '2017ApJ...843..106B', '2016A&A...594A..13P', '2014Ap&SS.354...89B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W']",2016-08-26 15:07:12.000,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2016ezh.json,0.08
3,2022exr,"['ZTF22aadgefj', '2022exr', 'Gaia22cgf', 'ATLAS22jix', 'AT2022exr']",262d27m37.66464s,25d50m31.79148s,"['2022TNSCR1202....1H', '2024MNRAS.527.2452M', '2022TNSTR.743....1T']",59658.61201,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022exr.json,0.0955
4,AT2021dms,['AT2021dms'],50d21m01.035s,-11d08m45.71s,"['2024MNRAS.528.4775H', 'VLASS 1.2', 'VLASS 2.2', 'WISE']",2459266.645706,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021dms.json,0.031102
5,2021crk,"['PS21cpw', 'ATLAS21hdc', '2021crk', 'ZTF21aakfqwq', 'AT2021crk']",176d16m43.61088s,18d32m25.32408s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR.422....1F', '2023TNSCR2004....1Y']",59252.48956019676,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021crk.json,0.155
6,SDSSJ0748,"['SDSS_J0748', 'SDSSJ0748']",117d05m10.05s,47d12m14.23s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012ApJ...749..115W', '2017ApJ...835...64G', '2024arXiv240216951C', '15B-247', '17A-368', 'VLASS 1.2', 'VLASS 2.2', 'WISE', '2024MNRAS.528.7076C']",2004-02-20 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSSJ0748.json,0.0615
7,2017bcc,"['2017bcc', 'ZTF20aacbwbm', 'SN2017bcc', 'AT2017bcc', 'PS17bgn']",172d58m15.6s,29d59m45.24s,"['2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017TNSTR.220....1C', '2017TNSCR.221....1B']",2017-02-18 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SN2017bcc.json,0.148
8,2016fnl,"['2016fnl', 'AT2016fnl', 'iPTF-16fnl', 'iPTF16fnl']",7d29m15.6s,32d53m37.5s,"['2017ApJ...844...46B', '2017ApJ...838..149A', '2016ATel.9433....1G', '2016A&A...594A..13P', '2011ApJ...737..103S', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2016TNSTR.611....1K', '2016TNSCR.615....1Y']",57629.422997685186,True,False,/home/nfranz/radio-ecle/ecle-otter/iPTF16fnl.json,0.0163
9,2022cmc,"['2022cmc', 'ZTF22aaajecp', 'AT2022cmc']",203d40m48.105s,33d13m00.54s,"['2022Natur.612..430A', '2022TNSTR.397....1A']",59621.45,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022cmc.json,1.19325
10,2018lni,"['ZTF18actaqdw', '2018lni', 'AT2018lni']",62d24m24.7824s,73d53m41.658s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.379....1F']",58450.37,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2018lni.json,0.138
11,2020mot,"['2020mot', 'Gaia20ead', 'ZTF20abfcszi', 'AT2020mot']",7d48m23.8212s,85d00m31.9644s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...955L...6Y', '2020TNSTR1791....1F', '2020TNSCR2478....1H']",59014.39380790509,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020mot.json,0.07
12,PTF09djl,"['PTF-09djl', 'PTF09djl']",248d28m59.1s,30d14m16.3s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2010ApJ...721..777A', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2009-07-24 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PTF09djl.json,0.184
13,ASASSN-14ae,"['iPTF14aiv', 'ASASSN-14ae']",167d10m01.65s,34d05m52.4s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014MNRAS.445.3263H', '2014ApJ...793...38A', '2014ATel.5831....1P', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2014-01-25 12:14:24.000,True,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-14ae.json,0.043671
14,iPTF16axa,"['iPTF-16axa', 'iPTF16axa']",255d53m35.4s,30d35m36.8s,"['2017ApJ...842...29H', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2016-05-29 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/iPTF16axa.json,0.108
15,2021sdu,"['ATLAS21bbpg', 'ZTF21abjrysr', '2021sdu', 'AT2021sdu']",17d50m57.7284s,50d34m29.70912s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR2318....1M', '2021TNSCR2712....1C', ' 2023TNSCR2004....1Y']",59400.40732640046,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021sdu.json,0.059
16,J142401,['J142401'],216d00m24.9s,29d50m28.4s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-04-26 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J142401.json,0.0855
17,RX J1242-11A,['RX J1242-11A'],190d39m38.25s,-11d19m20.8s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '1999A&A...349L..45K', 'MAST', '2017ApJ...835...64G']",1992-07-15 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/RX-J1242-11A.json,0.05
18,NGC 247,['NGC 247'],11d47m09.6s,-20d45m36s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...807..185F', '2011ApJ...737..103S', '2017ApJ...835...64G']",,False,False,/home/nfranz/radio-ecle/ecle-otter/NGC-247.json,0.000531
19,2019ehz,"['Gaia19bpt', '2019ehz', 'ZTF19aarioci', 'AT2019ehz']",212d25m28.6212s,55d29m27.78s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.673....1D', '2019TNSCR1737....1V']",58602.28498842593,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019ehz.json,0.074
20,2020vwl,"['ZTF20achpcvt', 'ATLAS20bdgk', 'Gaia20etp', '2020vwl', 'AT2020vwl']",232d39m27s,26d58m56.9s,"['2023MNRAS.522.5084G', '2022ApJ...925...67L', '2024MNRAS.527.2452M', '2020TNSTR3089....1H', '2021TNSCR.159....1H', ' 2023TNSCR2004....1Y']",59132.73,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020vwl.json,0.0325
21,2020zeb,"['2020zeb', 'Gaia20fct', 'ASASSN-20mi', 'AT 2020ual']",318d55m04.65s,-49d04m36s,"['ASAS-SN Supernovae', '2020TNSTR3418....1H']",2020-09-23 00:14:24.000,True,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-20mi.json,
22,J130819,['J130819'],197d04m46.8s,43d45m25.6s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-04-14 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J130819.json,0.0365
23,J233454,['J233454'],353d43m31.05s,14d57m12.8s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",,False,False,/home/nfranz/radio-ecle/ecle-otter/J233454.json,0.107
24,SDSS_J1207,['SDSS_J1207'],181d49m57.153s,24d11m55.8789s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2008-01-19 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1207.json,0.0503
25,CNSS J0019+00,['CNSS J0019+00'],4d56m50.02557s,0d35m26.8102s,['2020ApJ...903..116A'],56580.0,True,False,/home/nfranz/radio-ecle/ecle-otter/CNSS-J0019+00.json,0.018
26,ASASSN-15oi,['ASASSN-15oi'],309d47m16.44s,-30d45m20.71s,"['2021NatAs...5..491H', '2017ApJ...838..149A', '2016arXiv160201088H', '2016ApJ...818L..21F', '2016A&A...594A..13P', '2015ATel.7910....1B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W', '2016MNRAS.463.3813H', '2024MNRAS.527.2452M', '2020MNRAS.497L...1W']",2015-08-14 04:48:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-15oi.json,0.0484
27,WINGS J1348,['WINGS J1348'],207d12m28.5s,26d35m57.49s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2013MNRAS.435.1904M', '2011ApJ...737..103S', '2017ApJ...835...64G']",1999-12-20 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/WINGS-J1348.json,0.062
28,2017eqx,"['2017eqx', 'PS17dhz', 'AT2017eqx']",336d42m05.55s,17d08m52.4s,"['2019MNRAS.488.1878N', '2016A&A...594A..13P', '2017ApJ...835...64G', '2024MNRAS.527.2452M', '2017TNSTR.646....1C']",2017-06-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2017eqx.json,0.1089
29,2022dyt,"['2022dyt', 'ZTF22aacgcwv', 'ATLAS22jju', 'AT2022dyt']",150d02m00.50316s,26d27m38.43828s,"['2022TNSCR1036....1S', '2024MNRAS.527.2452M', '2023ApJS..267...44A', '2022TNSTR.572....1M']",59636.23516200232,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022dyt.json,0.072
30,OGLE17aaj,['OGLE17aaj'],29d06m13.95s,-71d04m15.7s,"['2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2016-01-28 00:00:00.000,False,False,/home/nfranz/radio-ecle/ecle-otter/OGLE17aaj.json,
31,CSS100217,"['CSS100217', 'CSS100217:102913+404220']",157d18m15s,40d42m20s,"['2017arXiv170307816B', '2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...735..106D', '2011BASI...39..387M', '2011ApJ...737..103S', '2010ATel.2544....1D', '2017ApJ...835...64G', '2000A&AS..143....9W']",2002-12-31 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/CSS100217.json,0.147
32,2019eve,"['Gaia19bti', 'ZTF19aatylnl', 'ATLAS19kfv', '2019eve', 'AT2019eve']",172d12m24.9552s,15d40m22.3824s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR.737....1N']",58608.233935185184,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019eve.json,0.0813
33,Sw J1112-82,"['Swift J1112-82', 'Swift J1112.2-8238', 'Sw J1112-82']",167d56m54s,-82d38m44.44s,"['2017MNRAS.472.4469B', '2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150703582B', '2011ApJ...737..103S', '2017ApJ...835...64G']",2011-12-27 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/Sw-J1112-82.json,0.89
34,2020zso,"['ATLAS20bfok', '2020zso', 'Gaia20fqa', 'ZTF20acqoiyt', 'AT2020zso']",335d34m16.8888s,-7d15m58.9392s,"['2022A&A...666A...6W', '2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020TNSTR3449....1F', '2020TNSCR3486....1I']",59165.15005790509,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020zso.json,0.0565
35,XMMSL1 J0740-85,"['XMMSL1 J0740-85', 'XMMSL1 J074008.2-853927']",115d02m02.85s,-85d39m31.25s,"['2017ApJ...838..149A', '2016arXiv161001788S', '2016arXiv161003861A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2014-04-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/XMMSL1-J0740-85.json,0.0173
36,OGLE16aaa,['OGLE16aaa'],16d50m13.2s,-64d16m20.7s,"['2017MNRAS.465L.114W', '2017ApJ...838..149A', '2016ATel.8559....1F', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M']",2015-12-17 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/OGLE16aaa.json,0.1655
37,2020qhs,"['ATLAS20upw', 'PS20krl', 'ZTF20abowque', '2020qhs', 'AT2020qhs']",34d28m29.2512s,-9d36m50.8932s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020TNSTR2274....1F']",59056.4415625,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020qhs.json,0.345
38,2022wyq,"['2022wyq', 'ZTF20acyxwgf', 'J094806']",147d01m38.25s,3d18m01.9s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2022TNSTR2919....1F']",59695.193,True,False,/home/nfranz/radio-ecle/ecle-otter/J094806.json,0.207
39,SDSS_J1055,['SDSS_J1055'],163d51m36.2655s,56d37m13.101s,"['2024arXiv240216951C', '15B-247', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE', '2024MNRAS.528.7076C']",2002-04-09 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1055.json,0.074
40,2021yte,"['ZTF21acafvhf', '2021yte', 'AT2021yte']",103d46m10.99992s,12d38m03.17652s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR3154....1F', '2021TNSCR3611....1Y']",59469.47592590278,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021yte.json,0.053
41,AT2020vdq,['AT2020vdq'],152d13m22.5s,42d42m00.4s,"['2023arXiv231003782S', 'VLASS 1.2', 'VLASS 2.2', 'WISE']",2459126.9916204,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020vdq.json,0.045
42,SDSS_J1402,['SDSS_J1402'],210d31m11.34s,29d39m46.8759s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2007-03-19 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1402.json,0.196
43,UGC 03317,['UGC 03317'],83d24m25.2s,73d43m26.4s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G']",,False,False,/home/nfranz/radio-ecle/ecle-otter/UGC-03317.json,0.004136
44,2019meg,"['Gaia19dhd', 'ZTF19abhhjcc', '2019meg', 'AT2019meg']",281d19m02.9892s,44d26m18.9816s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR1378....1N']",58692.72199074074,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019meg.json,0.152
45,PTF10nuj,['PTF10nuj'],246d36m10.5s,54d42m21.6s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W']",2010-01-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PTF10nuj.json,0.132
46,AT2021msu,"['AT2021msu', 'AT2021msu (= ATLAS21pis)']",223d38m13.65s,9d13m39.7s,"['2016A&A...594A..13P', 'ASAS-SN Supernovae', '2017ApJ...835...64G']",2021-06-01 00:43:12.000,False,False,/home/nfranz/radio-ecle/ecle-otter/AT2021msu.json,0.05
