name,day,date,date_format,array_config,filter,filter_eff,filter_eff_units,flux,flux_err,flux_unit,upperlimit,reducer,source,use_this,comments
SDSS_J2220,2017-11-28 2:25:10,58085.10082,mjd,B,S,3,GHz,0.4283752593,0,mJy,TRUE,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J2220,2020-07-10 12:02:52,59040.50199,mjd,B,S,3,GHz,0.5244925459,0,mJy,TRUE,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J2220,2023-01-15 23:17:43,59959.97064,mjd,B,S,3,GHz,0.5094079581,0,mJy,TRUE,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J1350,nan,2449107.818,jd,nan,L,1.4,GHz,1.16,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1207,nan,2450062.059,jd,nan,L,1.4,GHz,1.27,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1055,nan,2450694.79,jd,nan,L,1.4,GHz,1.21,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1055,nan,2450694.79,jd,nan,L,1.4,GHz,1.74,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2020vdq,nan,2450126.235,jd,nan,L,1.4,GHz,1.81,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2020vdq,nan,2450126.235,jd,nan,L,1.4,GHz,1.62,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2020vdq,nan,2450178.349,jd,nan,L,1.4,GHz,1.3,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J2220,nan,2450590.738,jd,nan,L,1.4,GHz,1.03,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J2220,nan,2450587.088,jd,nan,L,1.4,GHz,2.77,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1247,nan,2451578.29,jd,nan,L,1.4,GHz,6.79,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1247,nan,2451578.29,jd,nan,L,1.4,GHz,15.63,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1241,nan,2450506.562,jd,nan,L,1.4,GHz,2.95,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
