,name,alias,ra,dec,refs,discovery_date,z,hasPhot,hasSpec,json_path
204,J123715,['J123715'],189d18m46.5s,60d12m07s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2010-01-23 00:00:00.000,0.2164,True,False,/home/nfranz/radio-ecle/.otter/J123715.json
205,D3-13,"['D3-13', 'GALEX-D3-13']",214d52m26.8209912s,52d52m06.3714576s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2008ApJ...676..944G', '2006ApJ...653L..25G', '2017ApJ...835...64G', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G', '2011ApJ...732L..12B', '2013A&A...552A...5V', '2020SSRv..216...81A']",2004-01-15 00:00:00.000,0.3698,True,False,/home/nfranz/radio-ecle/.otter/D3-13.json
206,SRGE J153503.4+455056,['SRGE J153503.4+455056'],233d45m47.4192s,45d50m54.9528s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-07-13 00:00:00.000,0.2314,False,False,/home/nfranz/radio-ecle/.otter/SRGE-J153503.4+455056.json
207,TDE1,"['TDE1', 'SDSS-TDE1']",355d30m21.09s,1d06m29.3s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...741...73V', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G', '2013A&A...552A...5V', '2020SSRv..216...81A']",2006-08-27 00:00:00.000,0.136,True,False,/home/nfranz/radio-ecle/.otter/TDE1.json
208,WTP17aalzpx,['WTP17aalzpx'],50d51m24.6888s,-2d02m48.4152s,['2024ApJ...961..211M'],,0.03725,True,False,/home/nfranz/radio-ecle/.otter/WTP17aalzpx.json
209,PS1-12yp,"['CSS120301:133156+235405', 'SDSSJ133155', 'PS1-12yp']",202d58m58.65s,23d54m05.7s,"['2017ApJ...838..149A', '2016MNRAS.463..296L', '2011ApJ...737..103S', '2017ApJ...835...64G', '2023PASP..135c4101G']",2012-04-09 00:00:00.000,0.581,True,False,/home/nfranz/radio-ecle/.otter/PS1-12yp.json
210,WTP14adbjsh,['WTP14adbjsh'],342d57m12.4524s,-20d36m28.8648s,"['2023ApJ...948L...5P', '2024ApJ...961..211M']",,0.0106,True,False,/home/nfranz/radio-ecle/.otter/WTP14adbjsh.json
211,2021lo,"['2021lo', 'ZTF21aabiipy', 'ATLAS21dma', 'AT2021lo']",46d06m35.0784s,4d44m44.43684s,"['2022TNSCR.620....1Y', '2024MNRAS.527.2452M', '2021TNSTR..54....1M', '2024arXiv240712097A']",59218.17627310185,0.152,True,False,/home/nfranz/radio-ecle/.otter/AT2021lo.json
212,2021uvz,"['ATLAS21bdzu', 'ZTF21abmwftm', '2021uvz', 'AT2021uvz']",263d12m37.82664s,33d01m58.1862s,"['2022TNSCR.925....1Y', '2024MNRAS.527.2452M', '2021TNSTR2682....1F', '2024arXiv240712097A']",59407.261,0.176,True,False,/home/nfranz/radio-ecle/.otter/AT2021uvz.json
213,AT2019ahk,"['ASASSN-19bt', 'AT2019ahk']",105d02m50.8596s,-66d02m24.7704s,"['2019ApJ...883..111H', '2024MNRAS.527.2452M', ' 2019TNSCR.288....1P', '2019TNSTR.167....1S', '2024arXiv240412431C', '2024arXiv240712097A']",2019-01-29 21:50:24.000,0.0262,True,False,/home/nfranz/radio-ecle/.otter/AT2019ahk.json
214,SDSS_J0807,['SDSS_J0807'],121d51m49.7355s,14d05m37.0892s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2005-11-08 00:00:00.000,0.0738,True,False,/home/nfranz/radio-ecle/.otter/SDSS_J0807.json
215,2018gn,"['2018gn', 'ASASSN-18ap', 'ATLAS18ean', 'Gaia18apd', 'WTP18aampwj', 'AT2018gn']",26d40m36.534s,32d30m29.4048s,"['2018TNSCR..81....1F', '2024ApJ...961..211M', 'TNS', '2018TNSTR..58....1K']",58132.11,0.0375,True,False,/home/nfranz/radio-ecle/.otter/AT2018gn.json
216,Gaia 16aka,['Gaia 16aka'],222d02m00s,37d13m59s,"['2016TNSTR.480....1D', '2017IAUS..324..127W', '2023PASP..135c4101G']",2016-03-31 00:00:00.000,0.31,False,False,/home/nfranz/radio-ecle/.otter/Gaia-16aka.json
217,AT2022fpx,['AT2022fpx'],232d45m55.47s,53d24m19.13s,"['2022TNSTR.836....1T', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE', '2022TNSCR1771....1P']",2459670.01981,0.073,True,False,/home/nfranz/radio-ecle/.otter/AT2022fpx.json
218,PTF09ge,"['PTF 09ge', 'K0905-001', 'PTF09ge', 'PTF-09ge']",224d15m46.5s,49d36m40.8s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2009PASP..121.1395L', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2009-05-07 00:00:00.000,0.064,True,False,/home/nfranz/radio-ecle/.otter/PTF09ge.json
219,2022hvp,"['Gaia22clk', 'ZTF22aagyuao', '2022hvp', 'ATLAS22mlo', 'AT2022hvp']",148d41m18.6792s,55d26m25.4004s,"['2022TNSAN.106....1F', '2024MNRAS.527.2452M', '2022TNSTR1012....1M', '2022TNSCR1214....1F']",59688.28005790509,0.112,True,False,/home/nfranz/radio-ecle/.otter/AT2022hvp.json
220,PGC 1190358,['PGC 1190358'],226d22m08.4s,1d17m31.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G', '2016A&A...586A...9H', '2023PASP..135c4101G']",2009-12-29 00:00:00.000,0.00766,True,False,/home/nfranz/radio-ecle/.otter/PGC-1190358.json
221,2020opy,"['ZTF20abjwvae', 'PS20fxm', 'AT2020opy', '2020opy']",239d06m25.9308s,23d22m20.676s,"['2023MNRAS.518..847G', '2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR2111....1M', '2023ApJS..266....9A']",2459038.732,0.159,True,False,/home/nfranz/radio-ecle/.otter/AT2020opy.json
222,2021gje,"['ZTF21aapvvtb', 'ATLAS21kpm', '2021gje', 'AT2021gje']",252d31m49.86768s,34d49m07.70988s,"['2021TNSCR1723....1H', '2024MNRAS.527.2452M', '2021TNSTR.815....1M', '2024arXiv240712097A', '2021TNSCR1722....1H', ' 2021TNSCR1723....1H']",59291.489282395836,0.358,True,False,/home/nfranz/radio-ecle/.otter/AT2021gje.json
223,ARP 299-B AT1,"['Arp 299-B AT1', 'ARP 299-B AT1']",172d07m44.8125s,58d33m40.783s,['2018Sci...361..482M'],2005-01-30 00:00:00.000,0.010411,True,False,/home/nfranz/radio-ecle/.otter/ARP-299-B-AT1.json
224,Dougie,['Dougie'],182d11m58.05s,43d01m20.01s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...798...12V', '2014arXiv1410.6014V', '2011ApJ...737..103S', '2017ApJ...835...64G', '2023PASP..135c4101G']",2009-01-17 00:00:00.000,0.191,True,False,/home/nfranz/radio-ecle/.otter/Dougie.json
225,SDSSJ1311,"['SDSSJ1311-01', 'SDSS J1311', 'SDSSJ1311']",197d50m33s,-1d23m45.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2010ApJ...722.1035M', '2017ApJ...835...64G', '2023PASP..135c4101G', '2013ApJ...763...84B', '2020SSRv..216...81A']",2004-02-28 00:00:00.000,0.18,True,False,/home/nfranz/radio-ecle/.otter/SDSSJ1311.json
226,2022rz,"['ZTF22aaaedas', 'ATLAS22bqy', '2022rz', 'AT2022rz']",234d29m24.05472s,56d16m17.82876s,"['2022TNSCR.891....1H', '2024MNRAS.527.2452M', '2022TNSTR.118....1T']",59592.602,0.107,True,False,/home/nfranz/radio-ecle/.otter/AT2022rz.json
227,J030257,['J030257'],45d44m17.1s,-8d29m42.9s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-11-08 00:00:00.000,0.1056,True,False,/home/nfranz/radio-ecle/.otter/J030257.json
228,RBS 1032,['RBS 1032'],176d51m42s,49d42m59s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...792L..29M', '2017ApJ...835...64G', '2023PASP..135c4101G']",1990-11-05 00:00:00.000,0.026,True,False,/home/nfranz/radio-ecle/.otter/RBS-1032.json
229,2020mbq,"['ZTF20abefeab', 'ATLAS20pfz', '2020mbq', 'PS20grv', 'AT2020mbq']",235d03m48.9204s,25d00m04.8276s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR1723....1F']",59009.25196760417,0.093,True,False,/home/nfranz/radio-ecle/.otter/AT2020mbq.json
230,2020ocn,"['ZTF18aakelin', '2020ocn', 'AT 2020ocn', 'AT2020ocn']",208d28m27.0160428s,53d59m49.7309352s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020ATel13859....1G', '2020ATel13864....1P', '2020TNSTR.419....1F', '2021ARA&A..59..117R', '2021ApJ...908L..20H', '2023PASP..135c4101G', '2020TNSTR2059....1F']",2020-04-29 00:00:00.000,0.0705,True,False,/home/nfranz/radio-ecle/.otter/AT2020ocn.json
231,AT2017gge,['AT2017gge'],245d08m44.85s,24d07m26.5s,"['2022MNRAS.517...76O', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2457968.8499884,0.0665,True,False,/home/nfranz/radio-ecle/.otter/AT2017gge.json
232,WTP15abymdq,['WTP15abymdq'],57d13m10.9272s,-55d25m35.49s,['2024ApJ...961..211M'],,0.03742,True,False,/home/nfranz/radio-ecle/.otter/WTP15abymdq.json
233,2021ehb,"['ZTF21aanxhjv', 'ATLAS21jdy', 'AT2021ehb', '2021ehb']",46d56m57.39972s,40d18m40.44816s,"['2022ApJ...937....8Y', '2024MNRAS.527.2452M', '2022ApJ...925...67L', '2021TNSTR.651....1M', '2024arXiv240712097A', '2023ApJS..266....9A', '2021TNSCR2295....1Y', ' 2022TNSCR2102....1Y']",59274.143090300924,0.017,True,False,/home/nfranz/radio-ecle/.otter/AT2021ehb.json
234,J133737,['J133737'],204d24m16.95s,20d23m51.7s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-04-12 00:00:00.000,0.0725,True,False,/home/nfranz/radio-ecle/.otter/J133737.json
